name	nickname	categorization	alias	PrimeBloomPeriod	description	distributions	png
花叶如意		草本花卉	植物界    菊科 大吴风草属	秋季	花叶如意， 适于庭园、花坛、岩石园和盆栽观赏。	产中国东北地区；日本也有分布。	5ba3852081527_140_120.png
剑龙角	鹿儿角、驯鹿角、黑杯角	多肉多浆植物	植物界 被子植物门 双子叶植物纲 捩花目 萝藦科 剑龙角属	夏季	剑龙角，Huernia macrocarpa，别名魔星花。萝藦科剑龙角属植物。产于南非、东非和阿拉伯等地。剑龙角为多年生肉质植物，肉质茎精致小巧，长满龙角状突起，故名剑龙角。它高10～20 cm，粗1～2 cm，匍匐状生长，茎矮小呈青绿色，4～6棱，棱缘有波浪形肉质锯齿。其花钟形，棕紫色。	剑龙角产于东非和南非，少数分布在阿拉伯半岛。	59b92acb9ef3e_140_120.jpeg
蛇果	红元帅	木本花卉	植物界 被子植物门 双子叶植物纲 蔷薇目 蔷薇科 苹果属		"原名叫""Red delicious apple""（可口的红苹果）香港人翻译为红地厘蛇果，简约为地厘蛇果。原产于美国的加利福尼亚州，又名红元帅，为红香蕉（元帅）的浓条红型芽变，是世界主要栽培品种之一。由于高品质的蛇果对气候条件的苛刻，发展到现在中国蛇果仅在甘肃天水高海拔山区魏店及周边种植。蛇果，其实与蛇一点关系没有，它被音译为“红地厘蛇果”后面就演变成蛇果了，果实大，果实圆锥形，平均单果重200g，大者可达500g以上。果肉黄白色，肉质脆，质中粗，较脆，果汁多，味甜，可溶性固形物14%，有浓郁的芳香，品质上等。具有生津开胃，消痰止咳，退热解毒，补脑养血，安眠养神，润肺悦心，和脾益气，润肠止泻，帮助消化等功效。"		5bda746328355_140_120.jpg
飞碟瓜	碟瓜、碟形瓜、齿缘瓜、扁圆西葫芦	藤本花卉	植物界 被子植物门 双子叶植物纲 葫芦目 葫芦科 南瓜属		飞碟瓜又名碟瓜、碟形瓜、齿缘瓜、扁圆西葫芦，为葫芦科南瓜属美洲南瓜的一个变种。其果实既可以观赏，又可以食用，是一种难得的现食兼用园艺植物。飞碟瓜在我国栽培的历史很短。最初它是作为一种名特蔬菜于20世纪90年代从俄罗斯、韩国、美国等地相继引入进行栽培的。	飞碟瓜原产于中南美洲。	57750890de4fc_140_120.jpg
珊瑚树	法国冬青、早禾树	乔木花卉	植物界 被子植物门 双子叶植物纲 川续断目 忍冬科 荚蒾属	4-5月	珊瑚树（Viburnum odoratissinum），又名早禾树（广州、惠阳），枝干挺直，树皮灰褐色，具有圆形皮孔，叶对生，长椭圆形或倒披针形，表面暗绿色光亮，背面淡绿色，终年苍翠。圆锥状伞房花序顶生，3~4月间开白色钟状小花，芳香；花退却后显出椭圆形的果实，初为橙红，之后红色渐变紫黑色，形似珊瑚，观赏性很高，故而得名。?原产于中国，在印度、缅甸、泰国和越南分布。喜欢温暖湿润和阳光充足环境，较耐寒，稍耐阴，在肥沃的中性土壤中生长最好。珊瑚树耐火力较强，可作森林防火屏障木材细软可做锄柄等。	产福建东南部、湖南南部、广东、海南和广西。生于山谷密林中溪涧旁蔽荫处、疏林中向阳地或平地灌丛中，海拔200-1300米。也常有栽培。印度东部、缅甸北部、泰国和越南也有分布。	5beeb6828721b_140_120.png
桂花果			植物界 被子植物门 双子叶植物纲  木犀科 桂花		桂花果为桂花（正名木犀，学名：Osmanthus fragrans (Thunb.) Lour.）。桂花果是重要的草药的原材料，有润肺止疼等疗效，桂树的果实入药有化痰、生津、暖胃、平肝的功效，枝叶及根煎汁敷患处，可活筋骨止疼痛，治风湿麻木等症。	原产中国西南部，现各地广泛栽培。	5b77eeec921d6_140_120.jpg
人面子	银莲果、人面树、人面果(《广西本草选编》)、银莲果(云南)、仁面果、银捻	乔木花卉	植物界 被子植物门 双子叶植物纲 无患子目 漆树科 人面子属	春季	人面子，该种树冠宽广浓绿，甚为美观，是“四旁”和庭园绿化的优良树种，也适合作行道树。也是药用植物，其果实、根皮、叶均可入药。	人面子产于云南（东南部）、广西、广东；亦有引种栽培。越南也有分布。[1] 生于平原、丘陵，村旁、河边、池畔等处。产中国广东、广西及海南、云南等地。南亚热带常绿阔叶林区（主要城市：福州、厦门、泉州、漳州、广州、佛山、顺德、东莞、惠州、汕头、台北、柳州、桂平、个旧）。热带季雨林及雨林区（主要城市：海口、三亚、琼海、高雄、台南、深圳、湛江、中山、珠海、澳门、香港、南宁、钦州、北海、茂名、景洪）。	5485163b7813d_140_120.jpg
奔龙		多肉多浆植物	植物界 被子植物门 双子叶植物纲 中央种子目 番杏科		奔龙为番杏科多肉植物，多年生草本，花朵习惯在中午阳光下开放，傍晚时会自动闭合，待次日再开，可连续开3-5天，雏菊型。原产地南部非洲，现世界多地可栽培。	奔龙原产地南部非洲,现世界多地可栽培。	584c806057517_140_120.jpg
弹簧草	螺旋草	多肉多浆植物	植物界 被子植物门 单子叶植物纲 天门冬目 天门冬科 哨兵花属	春季	弹簧草也称螺旋草，因叶片扭曲盘旋，形似弹簧而得名，是近年新引进的小型盆栽观赏植物，其形态独特，鳞茎古朴，叶片根据品种的不同，或像弹簧，或像水中飘逸的海带，或像卷曲的长发，或像铁艺制品，其线条流畅飘逸，富于变化，花色淡雅清新，适合用小盆栽种，点缀于窗台、几案等处，奇特而有趣。		5a6204fc91d1e_140_120.jpg
金刚藤	铁菱角、马加勒、筋骨柱子、红灯果、冷饭头、铁刺苓、金刚根	灌木花卉	植物界 被子植物门 双子叶植物纲 百合目 百合科	春季	金刚藤(《西藏常用中草药》)，又名菝葜、铁菱角、马加勒、筋骨柱子、红灯果，冷饭头，铁刺苓，金刚根。为百合科植物西南菝葜的根茎。金刚藤有祛风，活血，解毒的功效。治风湿腰腿痛，跌打损伤，瘰疬。金刚藤为百合科植物西南菝葜的根茎。	金刚藤分布中国西南部及西藏等地。金刚藤生于山坡林下。	59886bc720dce_140_120.jpg
乌羽玉	红花乌羽玉、僧冠拳、鱼、乌鱼	仙人掌	植物界 被子植物门 单子叶植物纲 石竹目 仙人掌科 乌羽玉属	春季夏季秋季	乌羽玉(学名：Lophophora williamsii)是一种细小及无刺的仙人掌。原产于美国德克萨斯州西南部至墨西哥，主要在奇瓦瓦沙漠、塔毛利帕斯州及圣路易斯波托西州生长。又名僧冠掌，爱好者俗称“乌鱼”、“鱼”，系仙人掌科乌羽玉属多肉植物。老株丛生，萝卜状肉质根；球体扁球形或球形，表皮暗绿色或灰绿色；株高5~8厘米，棱垂直或呈螺旋状排列，顶部多绒毛，刺座有白色或黄白色绒毛；小花钟状或漏斗形，淡粉红色至紫红色；浆果粉红色，棍棒状，有10余粒黑色种子。	原产墨西哥中部和美国得克萨斯州的荒漠地区。羽玉原产于北美洲南部，主要在美国德克萨斯州，墨西哥奇瓦瓦州、科阿韦拉州、新莱昂州及塔毛利帕斯州。它们主要在海拔100-1500米生长，间中会在奇瓦瓦沙漠高达1900米处生长，也会在塔毛利帕斯州较温和气候的地区生长。其生长地主要是沙漠丛林，大部份接近石灰山。	53df8983ed0b8_140_120.jpg
咖啡树		灌木花卉	植物界 胚胎植物门 被子植物纲 龙胆目 茜草科 咖啡属	春季	咖啡树为茜草科多年生常绿灌木或小乔木，是一种园艺性多年生的经济作物，具有速生、高产、价值高、销路广的特点。野生的咖啡树可以长到5至10公尺高，但庄园里种植的咖啡树，为了增加结果量和便于采收，多被剪到2公尺以下的高度。咖啡树对生的叶片呈长椭圆形，叶面光滑，末端的树枝很长，分枝少，而花是白色的，开在叶柄连结树枝的基部。	咖啡树产热带非洲，中国华南、西南有引种栽培。咖啡树生长的乐土多半是位于南北回归线间拥有高山地形的国家。	573c9650aa3de_140_120.jpg
费利菊		多年生草本花卉	植物界 被子植物门 双子叶植物纲 菊目 菊科	春季	双子叶植物纲，菊亚纲最大的一科。有它存在的地方，一定能看到另一种菊花[小黄菊]，但在有小黄菊的地方，并不见得有它有影子。	特指己发现野生地区：亚洲-中国-甘肃。	570bba445ecac_140_120.jpg
融齿捕蝇草	恶魔	食虫植物	植物界 被子植物门Magnoliophyta 双子叶植物纲Magnoliopsida 石竹目Caryophyllales 茅膏菜科Droseraceae 捕蝇草属Dionaea		融齿捕蝇草是在组培过程中发生变异而诞生的一种早期非常难得的怪异捕蝇草园艺品种，由一位德国食虫植物爱好者培育和挑选出来。成为古怪系捕蝇草中非常具有竞争力的品种，并且逐渐得到普及。捕蝇草属于茅膏菜科捕蝇草属(Dionaea)，全属仅1种，但有较多的园艺种、变种，原产美国卡罗莱纳州的大西洋沿岸平原地区，威尔明顿市周边100公里范围内。生长在稀树草原沼泽的泥炭或沙质土壤中，生长环境常年潮湿，但一般不会出现季节性淹水的情况。这些地区通常地面生长着低矮草本，因常年的野火抑制了高大植物的生长，只有零星的松树或灌木分布其中，因此很开阔，能接受到大量的日照。因地处大西洋沿岸，受海洋气候影响，这里温暖湿润，夏季白天30度左右，极少超过35度，日夜温差10度左右，冬季最低温度0度左右，一般不低于-7度。原生地由于人类的不断开发，生存空间遭到破坏日渐缩小，为保护物种，捕蝇草也被引入佛罗里达州等地区进行了复育。捕蝇草的捕虫夹具有活动能力，捕虫过程非常具有趣味性，深得人们的喜爱，已成为国内最受玩家宠爱的食虫植物品种。		5bd07dde36977_140_120.jpg
油棕		棕榈科植物	植物界 被子植物门 单子叶植物纲 棕榈目 棕榈科  油棕属	6月	油棕属多年生单子叶植物，是热带木本油料作物。植株高大，须根系，茎直立，不分枝，圆柱状。叶片羽状全裂，单叶，肉穗花序（圆锥花序），雌雄同株异序，果实属核果。油棕的果肉、果仁含油丰富，在各种油料作物中，有“世界油王”之称。用棕仁榨的油叫棕油。中国自1926年开始引种，上世纪60年代种植面积达65万亩，因品种、技术、管理等主客观原因而于上世纪80年代初停止商业化生产和科研。1998年，在农业部“948”项目的资助下，中国热带农业科学院橡胶研究所（全国油棕品种区域适应性试种协作领导小组办公室）开展了中国新一轮油棕引种试种（12个油棕新品种），经过10多年试种表现，初步筛选出了热油2、热油4、热油6、热油8等4个高产、优质、抗逆油棕新品种。	油棕原产地在南纬10°～北纬15°、海拔150米以下的非洲潮湿森林边缘地区，主要产地分布在亚洲的马来西亚、印度尼西亚、非洲的西部和中部、南美洲的北部和中美洲。中国引种油棕主要分布于海南、云南、广东、广西。	5bc1e1b960ae8_140_120.jpg
日轮花	齿轮花	草本花卉	植物界 种子植物门 双子叶植物纲		日轮花，叶子一般长约三十至四十厘米，花就散在一片片的叶子上面。日轮花长得十分娇艳，其形状酷似齿轮，而且能散发出诱人的兰花般的芳香，很远就可闻到。日轮花生长在南美洲亚马逊河流域那茂密的原始森林和广袤的沼泽地里，却能帮助蜘蛛把人咬死。它是一种令人畏惧的吃人植物。日轮花只是传说中的植物，所有配图都是西番莲Passiflora caerulea L.的花，也就是平时榨果汁用的百香果。	日轮花分布于南美洲亚马逊河流域的原始森林和广袤的沼泽地带。	558c164bd68c8_140_120.jpg
白龙球	龙球	仙人掌	植物界 被子植物门 双子叶植物纲 石竹目 仙人掌科 乳突球属	夏季	白龙球（ Mammillaria compressa ），仙人掌科，乳突球属，强刺类多年生肉质植物。白龙球在养殖过程中会开出红色的小花，与球顶部被白色绵毛相映衬，非常有特色	白龙球原产中南美洲，分布于墨西哥中部。	5465968b8726f_140_120.jpg
笋兰		兰科花卉	植物界 被子植物门 单子叶植物纲 微子目 兰科 笋兰属	夏季	笋兰为地生或附生草本，茎直立，较 粗壮，圆柱形，叶薄纸质，狭椭圆形或狭椭圆状披针形，总状花序长4—10 厘米，具2—7朵花，花大，白色，唇瓣黄色而有橙色或栗色斑和条纹， 仅边缘白色， 蒴果椭圆形。笋兰花期6月，果期不详，在我国主要产于四川西南部（盐边、木里、米易、冕宁）、云南西南部至南部（镇康、景东、景 洪、勐腊、勐海）和西藏东部。生于林下岩石上或树杈凹处，也见于多石地上，海拔 1200—2300米。笋兰主要分布于尼泊尔、锡金、印度、缅甸、越南、泰国、马来西亚和印度，尼西亚也有分布。	笋兰主要分布于中国、尼泊尔、锡金、印度、缅甸、越南、泰国、马来西亚和印度尼西亚。笋兰分布于中国四川西南部（盐边、木里、米易、冕宁）、云南西南部至南部（镇康、景东、景洪、勐腊、勐海）和西藏东部。尼泊尔、锡金、印度、缅甸、越南、泰国、马来西亚和印度尼西亚也有分布。	5510c120a509f_140_120.jpg
独脚金 	疳积草、黄花草、蓝色草、节节红、土夏枯草、黄蜂草	一年生草本花卉	植物界 被子植物门  双子叶植物纲 唇形目 玄参科 独脚金属	秋季	独脚金，中药名。玄参科独脚金属植物独脚金Strigaasiatica(L.)O.Kuntze，以全草入药。夏秋采集。洗净晒干。	独脚金多生于低海拔荒山草地、田边、沟谷、耕地等处，常寄生于禾本科草本植物的根部。独脚金分布于我国西南部至东南部的海南、福建、广东、广西、云南、贵州等省区。独脚金在亚洲、非洲的热带地区均有分布。	5b9243352b4d1_140_120.jpg
红花荷	红苞木	乔木花卉	植物界 被子植物门 双子叶植物纲 蔷薇目 金缕梅科  红花荷属	春季	红花荷为金缕梅科红花荷属常绿乔木，高可达12米，嫩枝颇粗壮，叶厚革质，卵形，光滑无毛，有三出脉，叶面呈深绿色而略带光泽，叶背呈淡绿色，被一层带蓝色的蜡粉所覆盖，网脉不显著，叶柄带红色。头状花序，常弯垂；有鳞状小苞片，总苞片卵圆形，花瓣匙形，红色；雄蕊与花瓣等长，花丝无毛；子房无毛，头状果序有卵圆形蒴果，种子扁平，黄褐色。3-4月开花。红花荷原产于中国南部，于1849年，由占般船长（Captain Champion）在香港仔的山边发现。红花荷适宜种植于近水、阳光充足而有遮蔽的地方，多被广泛种植作观赏用途。红花荷的花形像吊钟，而且体积颇大，所以又名“吊钟王”，红花荷受香港法例第96A章林务规则所保护，属于受保护植物。	红花荷分布于中国广东中部及西部。红花荷在广东中部及香港的有野生种。	58ee33e4a429f_140_120.jpg
霜之朝		多肉多浆植物	植物界 被子植物门 双子叶植物纲 蔷薇目 景天科 石莲属	夏季	霜之朝（Echeveria sp. SIMONOASA ）是景天科石莲属的多肉植物，喜温暖、干燥和通风的环境，喜光，耐旱，耐寒、耐荫，适应力极强，不耐烈日暴晒，无明显休眠期。	原产墨西哥，现中国多地有分布。	53e0e53b6bc29_140_120.jpg
腋唇兰		兰科花卉	植物界 被子植物门 单子叶植物纲  兰科 Maxillaria	春季夏季	腋唇兰是兰科Maxillaria属的多年生草本植物，这一属的植物约200多种，大多分布于中、南美洲。它的叶子为线形，植株基部有扁平的假球茎，花梗会从球茎基部抽出，每个假球茎可长出2-3朵花，花径约3-5公分，色鲜红至暗红。	腋唇兰大多分布于中、南美洲。	5629104ea94a3_140_120.jpg
草豆蔻	草蔻、草蔻仁、假麻树、偶子	多年生草本花卉	植物界 被子植物门 单子叶植物纲 姜目 姜科 山姜属	春季夏季	豆蔻《中国药典》收载的草药，草药来源为姜科植物白豆蔻或爪哇白豆蔻的干燥成熟果实。按产地不同分为原豆蔻和印尼白蔻。豆蔻多年生常绿草本植物，产岭南。高丈许，外形像芭蕉，叶大，披针形，花淡黄色，秋季结实，果实扁球形，种子像石榴子，可入药，有香味。可用于化湿消痞，行气温中，开胃消食。用于湿浊中阻，不思饮食，湿温初起，胸闷不饥，寒湿呕逆，胸腹胀痛，食积不消。生于山沟阴湿处，我国多栽培于树荫下。海南、云南、广西有栽培。原产于印度尼西亚。豆蔻有草豆蔻、白豆蔻、红豆蔻几种。草豆蔻又名草蔻、草蔻仁、假麻树、偶子，辛辣芳香，性质温和；白豆蔻又称多骨（《本草拾遗》）、壳蔻（《本经逢原》）、白蔻（《本草经解》），皮色黄白，具有油性，辣而香气柔和；红豆蔻也叫红豆、红蔻（《本草述钩元》），良姜子（《广西中药志》），颜色深红，有辣味和浓烈的香气。另有肉豆蔻，又名迦拘勒（《本草拾遗》）、豆蔻（《续传信方》）、肉果（《本草纲目》），为肉豆蔻科常绿乔木植物果实，性状相近，常被归为豆蔻类，实有不同。	草豆蔻产广东、广西；生于山地疏或密林中。草豆蔻的模式标本采自广东、海南。	5b92407edd0b2_140_120.jpg
凤凰柏		木本花卉	植物界    柏科		凤凰柏是一种罕见的柏树，属于柏科。		5b800f3b89a27_140_120.png
韭莲	菖蒲莲、红玉帘、旱水仙、空心韭菜、独蒜、赛番红花（广西、贵州）、红菖蒲莲（北京）、风雨花（华北）	多年生草本花卉	植物界 被子植物门 单子叶植物纲 百合目 石蒜科 葱莲属	春季夏季	韭莲为石蒜科葱莲属多年生草本植物， 丛生。韭莲的植株具地下鳞茎，叶线形，外观似韭菜，花较大，喇叭状，形似水仙，成年植株每个鳞茎都能开花，虽然花形较普通，但园林上常成片种植形成地被，盛花时红艳艳开成一片，观赏性很强。原产中、南美洲，现中国各地公园、庭园常有栽培。	韭莲分布在南美以及中国大陆的广东、江西、贵州、上海、江苏、湖北等地，中国各地庭院栽培供观赏，在南方已野化。韭莲分布及生境：昆明、绥江、屏边、富宁、鹤庆等地普遍栽培，也有逸生的。原产墨西哥南部至危地马拉，我国南北各地庭园都引种栽培，贵州、广西、云南常见逸生。	596375e30c693_140_120.jpg
大根兰	腐生兰	兰科花卉	植物界 被子植物门 单子叶植物纲 微子目 兰科 兰属	夏季	大根兰为腐生植物，无绿叶，亦无假鳞茎，地下有根状茎；根状茎肉质，白色，斜生或近直立，常分枝。花葶直立，紫红色，中部以下具数枚圆筒状的鞘；总状花序具2-5朵花；花白色带黄色至淡黄色，萼片与花瓣常有1条紫红色纵带，唇瓣上有紫红色斑；花瓣狭椭圆形，长1.5-1.8厘米，宽5-6毫米；唇瓣近卵形，长1.3-1.6厘米，略3裂。花期6-8月。大根兰生于河边林下、马尾松林缘或开旷山坡上，海拔700-1500米。分布于中国、尼泊尔、锡金、巴基斯坦、印度北部、缅甸、越南、老挝、泰国、日本。	大根兰产中国四川西南部至南部（米易、美姑、南川）、贵州西南部（兴义）和云南东北部（东川）。大根兰在尼泊尔、锡金、巴基斯坦、印度北部、缅甸、越南、老挝、泰国、日本也有分布。大根兰的模式标本采自印度。	58e63212bd387_140_120.jpg
吴茱萸	吴萸、茶辣、漆辣子、辣子、臭辣子、吴椒、臭泡子	木本花卉	植物界 被子植物门 双子叶植物纲 芸香目 芸香科 吴茱萸属	春季夏季	吴茱萸（学名Tetradium ruticarpum，原名Euodia ruticarpa），别名吴萸、茶辣、漆辣子、臭辣子树、左力纯幽子、米辣子等。通常分大花吴茱萸、中花吴茱萸和小花吴茱萸等几个品种。小乔木或灌木，高3-5米，嫩枝暗紫红色，与嫩芽同被灰黄或红锈色绒毛，或疏短毛。吴茱萸生于平地至海拔1500米山地疏林或灌木丛中，多见于向阳坡地。各地有小或大量栽种。吴茱萸的嫩果经泡制凉干后即是传统中药吴茱萸，简称吴萸，是苦味健胃剂和镇痛剂，又作驱蛔虫药。吴茱萸性热味苦辛，有散寒止痛、降逆止呕之功，用于治疗肝胃虚寒、阴浊上逆所致的头痛或胃脘疼痛等症。	吴茱萸产秦岭以南各地，但海南未见有自然分布，曾引进栽培，均生长不良。吴茱萸在各地有小或大量栽种。吴茱萸在日本也有。	563b7d5521f87_140_120.jpg
鼠尾草	药用鼠尾草、撒尔维亚、石见穿、洋苏草、普通鼠尾草、庭院鼠尾草	多年生草本花卉	植物界 被子植物门 双子叶植物纲 管状花目 唇形科 鼠尾草属	夏季秋季	鼠尾草是唇形科鼠尾草属的一种芳香性植物，多年生草本有木质茎，叶子灰绿色，花蓝色至蓝紫色。原产于欧洲南部与地中海沿岸地区。鼠尾草有许多不同的用途与功效，部分同属植物也有相同的效用，鼠尾草常常栽培来做为厨房用的香草或医疗用的药草，有时也被称为庭园鼠尾草、厨房鼠尾草、达尔马希亚鼠尾草。在南欧，有时候也会种植一些和鼠尾草类似的植物，来做为香草与药草使用，这些和鼠尾草同属的植物常会和真的鼠尾草弄混淆。鼠尾草主要取花、叶、与其精油，有防腐、抗菌、止泻的效果。	鼠尾草原产于欧洲南部，自西班牙到地中海北岸一带，经过亚得得亚海的东部海岸，有野生的分布。在欧洲古时候对鼠尾草的记载就有许多。国内分布：产浙江，安徽南部，江苏，江西，湖北，福建，台湾，广东，广西；生于山坡、路旁、荫蔽草丛，水边及林荫下，海拔220—1100米。国外分布：日本也有。模式标本采自日本。中国植物志：66:179最低海拔：500最高海拔：1600	54100b10b1cd3_140_120.jpg
花木蓝	吉氏木蓝、山绿豆、山扫帚、山花子、白秔子梢、朝鲜庭藤	一年生草本花卉	植物界 被子植物门 双子叶植物纲 蔷薇目 豆科 木蓝属	夏季	花木蓝（Indigofera kirilowii Maxim. ex Palibin），又名吉氏木蓝，豆科蝶形花亚科木蓝属落叶灌木。适应性强，耐贫瘠，耐干旱，抗病性较强，也较耐水湿，对土壤要求不严。常生于山坡灌丛及疏林内或岩缝中。小灌木，羽状复叶对生，茎圆柱形，夏季开紫红色花，总状花序，十分美观。花期甚长，是盛夏良好的观花植物和北方难得的绿化、美化材料，且可清热解毒、消肿止痛、通便，具有广泛的应用前景。		554396d38b922_140_120.jpg
曼陀罗花	醉心花、狗核桃、醉仙桃、疯茄儿、南洋金花、山茄子、凤茄花、朝鲜牵牛花、洋金花、枫茄花、万桃花、闹羊花、野麻子	一年生草本花卉	植物界 被子植物门 双子叶植物纲 茄目 茄科 曼陀罗属	四季	曼陀罗又叫洋金花、大喇叭花、山茄子等，原产印度，花期5－9月，果期6－10月，喜温暖、向阳及排水良好的砂质壤土。多野生在田间、沟旁、道边、河岸、山坡等地方，主要危害棉花、豆类、薯类、蔬菜等。我国常见种有曼陀罗、毛曼陀罗、白花曼陀罗三种，花均为白色或微带淡黄绿色，单瓣。曼陀罗又叫曼荼罗、满达、曼扎、曼达、醉心花、狗核桃、洋金花、枫茄花、万桃花、闹羊花、洋金花、大喇叭花、山茄子等，多野生在田间、沟旁、道边、河岸、山坡等地方，原产印度。意译作圆华、白团华、适意华、悦意华等。曼陀罗原产热带及亚热带，我国各省均有分布。喜温暖、向阳及排水良好的砂质壤土。广布全国各地。主要危害棉花、豆类、薯类、蔬菜等。曼陀罗（通称）枫茄花（上海）；狗核桃（云南）；万桃花（福建）；洋金花（山东）；野麻子、醉心花（江苏）；闹羊花（广东）；赛斯哈塔肯（维吾尔族语）；沙斯哈多那（哈萨克族语）；土木特张姑（内蒙）。曼陀罗全草有毒，以果实特别是种子毒性最大，嫩叶次之。干叶的毒性比鲜叶小。	分布于热带及亚热带地区，温带地区普遍栽培；我国台湾、福建、广东、广西、云南、贵州、辽宁、河北、河南，这些省区常为野生。江苏、浙江、湖北、四川、上海、南京栽培较多，江南其它省和北方许多城市有栽培。曼陀罗花原产于印度。目前广泛分布于世界温带至热带地区。生于荒地、旱地、宅旁、向阳山坡、林缘、草地。广布于世界各大洲；我国各省区都有分布。常生于住宅旁、路边或草地上，也有作药用或观赏而栽培。全株有毒！含莨菪碱，药用，有镇痉、镇静、镇痛、麻醉的功能。种子油可制肥皂和掺合油漆用。产区分布曼陀罗广泛分布于世界温带至热带地区，我国各省区均产。曼陀罗又叫洋金花、大喇叭花、山茄子等，多野生在田间、沟旁、道边、河岸、山坡等地方，原产印度。曼陀罗又叫曼荼罗、满达、曼扎、曼达、醉心花、狗核桃、洋金花、枫茄花、万桃花、闹羊花、洋金花、大喇叭花、山茄子等，多野生在田间、沟旁、道边、河岸、山坡等地方，原产印度。意译作圆华、白团华、适意华、悦意华等。曼陀罗原产热带及亚热带，我国各省均有分布。喜温暖、向阳及排水良好的砂质壤土。广布全国各地。	5b77f4af658b9_140_120.jpg
多棱球	多棱玉、千波万波、多缩玉	仙人掌	植物界 被子植物门 双子叶植物纲 石竹目 仙人掌科 多棱球属	春季	多棱球(多棱玉、千波万波)，仙人掌科多棱玉属 ，棱多且薄，刺长且宽，形态奇特。宜盆栽观赏。多棱球原生于墨西哥的仙人掌科植物，整株布满了波浪状的棱，极具造型感，夏天会开出粉色带条纹的花朵，容易种植的品种，要用排水性好的植料种植。待土干透以后再浇水，夏天避免午后烈日，冬天注意通风，减少浇水，保持盆土稍干燥，以防冻伤。多棱球植株单生，扁球形至圆球形，球径6-10厘米，体色鲜绿色。具80-100棱脊很薄，棱缘强烈波状弯曲的棱，刺座排列稀。白色细短的周刺6-8枚；向上的中刺1枚较长，扁平状，具环纹，紫褐色或黄褐色。花：早春顶生白色漏斗状花，花径3-3.5厘米。	多棱球原产墨西哥东部，墨西哥沙漠地区，现中国南方、北方均有引种栽培。	561a768a46ac9_140_120.jpg
紫花山柰	花叶山奈、美丽山奈	多年生草本花卉	植物界 被子植物门 双子叶植物纲 藤黄目 姜科 山奈属		紫花山柰,多年生草本，根状茎块状。叶面有浅色斑纹的姜科植物。	紫花山柰在热带亚洲，我国华南、西南等地有栽培。紫花山柰生于热带雨林中。	5718f669d1825_140_120.jpg
纹瓣兰		兰科花卉	植物界 被子植物门 单子叶植物纲 微子目 兰科 兰属	春季	纹瓣兰为附生植物，假鳞茎卵球形，通常包藏于叶基之内，叶4-5枚，厚革质，花葶从假鳞茎基部穿鞘而出，下垂，长20-60厘米，萼片与花瓣淡黄色至奶油黄色，萼片狭长圆形至狭椭圆形，花瓣略短于萼片，狭椭圆形，花期4-5月，偶见10月。纹瓣兰生疏林中或灌木丛中树上或溪谷旁岩壁上，海拔100-1100米。中国广东、广西、贵州和云南东南部至南部等地区均有栽培，从斯里兰卡北至尼泊尔，东至印度尼西亚爪哇，均有分布。纹瓣兰生长强健，抗病力强，具有较高观赏价值，该植物可全草入药，具有治疗肺热咳嗽、肺结核、咽喉炎、腮腺炎等功效。	纹瓣兰生疏林中或灌木丛中树上或溪谷旁岩壁上，海拔100-1100米。纹瓣兰在中国广东、广西、贵州和云南东南部至南部等地区均有栽培，从斯里兰卡北至尼泊尔，东至印度尼西亚爪哇，均有分布。	5a44bc49bcf8c_140_120.jpg
金佛山兰	进兰	兰科花卉	植物界 被子植物门 单子叶植物纲 兰目 兰科 杓兰属	春季	金佛山兰，兰科，稀有种，又名进兰。是中国特有的单种属植物，系古老而罕见的物种，分布重庆（南川区金佛山）区狭窄，数量极少，呈零星散生。植株高15-35厘米。根状茎粗短，叶片椭圆形、椭圆状披针形或披针形，单种属。金佛山兰花期4-6月，果期9月。金佛山兰结果率不高，不具有以有性繁殖扩大种群数量的优势，主要靠营养繁殖维持种群延续。近年来，金佛山兰种群的数量急剧减少、分布区内干扰加剧等状况均表明其濒危程序的严重，因此加强对其进行保护性研究是十分迫切而必要的。	金佛山兰产四川东南部(南川金佛山)和贵州北部(桐梓)。金佛山兰是我国特有的珍稀濒危单种属植物，系古老而罕见的物种，分布区狭窄，数量极少，呈零星散生。	55078c714ea58_140_120.jpg
小鹿藿		一年生草本花卉	植物界 被子植物门 双子叶植物纲 豆目 豆科 鹿藿属		缠绕状一年生草本。茎很纤细，具细纵纹，略被短柔毛。产云南、四川、台湾。印度、缅甸、越南、马来西亚及东非热带地区亦有分布。	产云南、四川、台湾。印度、缅甸、越南、马来西亚及东非热带地区亦有分布。	5bf0ef3ebd3bc_140_120.jpg
波斯顿蕨	高肾蕨	蕨类植物	植物界 蕨类植物门 薄囊蕨纲 水龙骨目 肾蕨科 肾蕨属	不开花	波斯顿蕨，多年生常绿蕨类草本植物，是一类下垂状的蕨类观叶植物，原产热带及亚热带，在我国台湾省有分布。大多数蕨类植物都株形美观，清新淡雅。波斯顿蕨也不例外，再加上波斯顿蕨的叶片色泽明亮，轻盈飘逸，微风袭来，叶片轻轻摆动，好似舞者翩翩起舞。	原产热带及亚热带，在我国台湾省有分布。	534605f9c4c77_140_120.jpg
