name	nickname	categorization	alias	PrimeBloomPeriod	description	distributions	image
卷柏	九死还魂草、石柏、岩柏草、黄疸卷柏、长生草、豹足、求股、神投时、交时、石莲花、回阳草、不死草、长生不死草、万年松、石花、还魂草、见水还阳草、佛手草、老虎爪、山拳柏、打不死、铁拳头、岩松、卷柏叶、卷柏炭、万岁、一把抓、大还魂草、回生草、含生草、地面草	蕨类植物	植物界 石松植物门 石松纲 卷柏目 卷柏科 卷柏属	不开花	卷柏是卷柏科,卷柏属土生或石生复苏植物，呈垫状。靠孢子繁殖。卷柏又名九死还魂草，根能自行从土壤分离，蜷缩似拳状，随风移动，遇水而荣，根重新再钻到土壤里寻找水份。因其耐旱力极强，在长期干旱后只要根系在水中浸泡后就又可舒展，故而得名。中国多地有分布，蒙古国、俄罗斯的西伯利亚、朝鲜半岛、日本、印度和菲律宾也有。多生于向阳的山坡岩石上，或干旱的岩石缝中。卷柏既可观赏，又可药用，全草有止血、收敛的效能。民间将它全株烧成灰，内服可治疗各种出血症，和菜油拌起来外用，可治疗各种伤口。	九死还魂草分布在广东、广西、福建、台湾、浙江、江苏、江西、湖南、陕西、河北、山东、辽宁、吉林等地。全国大部分地区均产。主产山东（青岛大珠山、小珠山、崂山）、辽宁、河北。生于向阳山坡或岩石缝内,多生于向阳的干旱岩石缝中。产安徽（黄山、霍山、绩溪、金寨、宁国、潜山、青阳、休宁） 、北京、重庆（酉阳、秀山） 、福建（福州、将乐、南靖、南平，莆田、新化、永安） 、贵州（桐梓） 、广西（桂平、桂县、上思、藤县） 、广东（广州、茂名、平远、仁化、深圳、阳江） 、海南（保亭、白沙、儋州） 、湖北（鹤峰、钧县） 、湖南（沅陵、石门、新宁） 、河北（阜平、邯郸、井隆、宽城、涞源、平山、青龙、曲阳、山海关、蔚县、邢台、徐水） 、河南（博爱、辉县、济源、林县、灵宝、卢氏、栾川、洛宁、南召、嵩县、西峡、淅川） 、江苏（海州、江浦、连云港、六合、宁镇、徐州、仪征、宜兴） 、江西（广昌、会昌、井冈山、九江、庐山、南丰、宁都、铅山、武宁、寻乌） 、吉林、辽宁（鞍山、北票、北镇、本溪、长海、大连、丹东、东沟、凤城、抚顺、盖县、桓仁、宽甸、清原、瓦房店、西丰、新宾、普兰店、新民、山由岩、营口、庄河）、内蒙古（巴彦淖尔盟、赤峰市、锡林郭勒盟、兴安盟、哲里木盟）、青海（囊谦、玉树）、陕西（华阴、眉县）、山东（胶东半岛、崂山、蒙山、曲阜、塔山）、四川（广元、泸定）、台湾（高雄、花莲、嘉义、南投、屏东、台北、台东、台中、宜兰）、香港、云南（贡山）、浙江（苍南、东阳、洞头、缙云、乐清、临安、龙泉、磐安、庆元、瑞安、松阳、遂昌、泰顺、天台、温州、武义、仙居、舟山、普陀、诸暨）。常见于石灰岩上，海拔（60-）500-1500(-2100)米。也分布到俄罗斯西伯利亚、朝鲜半岛、日本、印度和菲律宾。模式标本采自印度。分类学：在生物学方面，许多人认为卷柏是裸子植物，其实不然。它属于由孢子繁殖的蕨类植物，没有种子。由大小孢子囊产生异型孢子。	http://pic1.huashichang.com/2013/0915/16/523569b2115b8_140_120.jpg
眼镜蛇瓶子草	蛇瓶子草	食虫植物	植物界 被子植物门 双子叶植物纲 杜鹃花目 瓶子草科 瓶子草属	春季夏季	眼镜蛇瓶子草（学名：Darlingtonia californica）是瓶子草科的其中一个属，为一种食虫植物，主要分布在美国加利福尼亚州北部与奥勒冈州。 眼镜蛇瓶子草是非常知名的食虫植物品种，因酷似眼镜蛇而得名，是许多玩家收藏的目标。眼镜蛇瓶子草的叶片具两型。叶片呈莲座状分布，每个成年生长点由3至14片叶组成。种苗在2至3年内叶片均为简单的筒状，末端渐尖。幼叶一般长1至3厘米，呈红绿色至红色。之后，眼镜蛇瓶子草的叶片转变的成熟状态。成熟叶片已具捕虫功能，长20至80厘米，中空，其中下部为管状，上部为球状并向前膨大。叶前隆处底部有一个10至20毫米的空洞，为叶片的唯一开口。瓶口边缘内弯，形成类似龙虾笼笼口的形状。瓶口链接着一个二叉的鱼尾状附属物。附属物背侧及瓶口周围存在蜜腺。叶片球状部及管状部上端表面具大量不规则的半透明白色斑纹。叶球状部分内表面无毛，光滑具蜡质。管状部分下三分之一内表面具下向毛，长2至8毫米。	眼镜蛇瓶子草主要分布在美国加利福尼亚州北部与奥勒冈州。	http://pic1.huashichang.com/2013/0915/19/523599e34a0de_140_120.jpg
黄瓶子草	黄瓶子、黄瓶草	食虫植物	植物界 被子植物门 双子叶植物纲 杜鹃花目 瓶子草科 瓶子草属	夏季	黄瓶子草（学名：Sarracenia flava ）是该属植物中体形最大的植物，可高达一米。共有七个亚种，是气质高雅的食虫植物。叶子成瓶状直立，格外浓艳，有绚丽的斑点，形态和猪笼草的笼子相似，能分泌蜜汁和消化液，受蜜汁引诱的昆虫失足掉落瓶中，瓶内的消化液会把昆虫消化吸收。生于低地沼泽中。瓶子草属植物具有不怕寒冷的习性，特别适合于无温室或暖房的普通家居栽培，加之繁殖力强，易于管理，使它成为当今欧美国家广泛流行的盆栽食虫植物。野生植物原产于美国亚拉巴马州、佛罗里达州、佐治亚州、南卡罗来纳州和弗吉尼亚州。	生于贫瘠湿地或泥炭沼地中，分布于美国亚拉巴马州，佛罗里达州，佐治亚州，北美和南卡罗来纳州，弗吉尼亚州。	http://pic1.huashichang.com/2013/0915/19/52359b25a22c9_140_120.jpg
佛甲草	万年草、佛指甲、半支连、半支莲、火烧草、火焰草、狗牙半支、铁指甲、禾雀舌、禾雀蜊、午时花、小叶刀掀草、金枪药、狗牙瓣、小佛指甲、尖叶佛甲草、枉开口、鼠牙半枝莲、猪牙齿、土三七、养鸡草	岩生花卉	植物界 被子植物门 双子叶植物纲  景天科 费菜属	春季	佛甲草，又名万年草、佛指甲、半支连等，为景天科佛甲草属多年生草本植物。佛甲草为多浆植物，含水量极高，其叶、茎表皮的角质层具有超常的防止水分蒸发的特性。佛甲草生长适应性强，耐寒、耐旱、耐盐碱、耐瘠，抗病虫害，茎肉多汁，碧绿的小叶宛如翡翠，整齐美观，既可作为盆栽欣赏，也可作为露天观赏地被栽植。目前各大城市主要将其用于屋顶绿化，其良好的抗旱性、降温和节水效果已得到证实，显示了良好的市场前景。多年生肉质草本，高10至20厘米，茎初生时直立，后下垂，有分枝。3叶轮生，无柄，线状至线状披针形，阴处叶色绿，日照充足时为黄绿色。花瓣黄，花期5至6月。耐旱性强，喜光照，也耐阴，具有一定的耐寒性；对土壤要求不严。自然间可生长在岩石石缝间和屋顶的缝隙里。近年来在屋顶花园上应用甚广，园林中也可盆栽或用于岩石园中，也是模纹花坛的材料之一。佛甲草根系较细，扎根浅，大部分草根网状交织分布在2厘米的种植层内，有利于保护屋面结构。佛甲草抗旱性极强，年绿期达10个月以上，在冬季屋面温度－5℃的严重霜冻气候环境下不会死亡。	佛甲草在中国自然分布面很广，除西北新疆、西藏、青海和内蒙古、甘肃等地植物志上没有记载外，其他各省市自治区的植物志上都有记载。佛甲草原野生生长于山坡或岩石上，经训化繁育后被大量用栽植。佛甲草适应性极强，不择土壤，耐寒力极强。佛甲草原产于中国云南、贵州、广东、湖南、湖北、甘肃、陕西、河南、安徽、江苏、浙江、福建、台湾、江西等地，日本也有。	http://pic1.huashichang.com/2013/0917/10/5237bd2b1e840_140_120.jpg
玉露 		多肉多浆植物	植物界 被子植物门 单子叶植物纲 天门冬目 阿福花科 瓦苇属	不开花	玉露(Haworthia obtusa var.pilifera)是百合科十二卷属植物中的“软叶系”品种。该系品种繁多，比较常见的有草玉露、玉章、姬玉露、大型玉露、毛玉露、有刺玉露等等。玉露植株玲珑小巧，种类丰富，叶色晶莹剔透，富于变化，如同有生命的工艺品，非常可爱，是近年来人气较旺的小型多肉植物品种之一。	玉露原产南非；分布于恩施。	http://pic1.huashichang.com/2013/0917/14/5237f27926247_140_120.jpg
吉娃莲	吉娃娃	多肉多浆植物	植物界 被子植物门 双子叶植物纲 蔷薇目 景天科 拟石莲花属	夏季	吉娃莲的植株小型，无茎的莲座叶盘非常紧凑。卵形叶较厚，带小尖，蓝绿色被浓厚的白粉，叶缘为美丽的深粉红色。花序先端弯曲，钟状，红色。栽培不太困难，夏天不能浇过多的水。其生长慢因而土壤不必含过多肥分。冬季较耐寒。叶缘的红色特别美丽，是一种观赏性很强的多肉植物，值得推广。	吉娃莲产于墨西哥奇瓦瓦州。	http://pic1.huashichang.com/2013/0917/14/5237faa4cd684_140_120.jpg
姬玉露		多肉多浆植物	植物界 被子植物门 双子叶植物纲 天门冬目 百合科 十二卷属		姬玉露花如其名，小巧、通透、色泽淡雅，是百合科十二卷属中很可爱的多肉植物。它们叶片顶端（花友们形象地称之为”窗”）透明或半透明，在阳光下如玉石般圆润而有光泽，这就是所谓的”窗部透亮”。如果你对姬玉露感兴趣，那一定不能错过玉露大全，更有很热门的冰灯玉露。		http://pic1.huashichang.com/2013/0917/15/5237ff501234b_140_120.jpg
冰灯玉露	水晶玉露、冰玉露	多肉多浆植物	植物界 被子植物门 双子叶植物纲 天门冬目 百合科 十二卷属	夏季	冰灯玉露为玉露中的极品，因其肉质叶晶莹明亮，如同冰灯那样清澈透明而得名。冰灯玉露与常见的姬玉露有些近似，但二者无论在价格上，还是观赏性上都有着很大差异：冰灯玉露的株型较大，单株直径有7至10厘米，而且几乎不出侧芽，更长不成群生的植株。其肉质叶顶端非常通透，像冰一样的透。叶缘有毛刺，但顶端没有毛。肉质叶上端深色线条是不到顶的；而姬玉露的株型较小，直径只有3至4厘米，容易出侧芽，往往会长成很大的群生植株。其肉质叶看上去有些糊，不是那么通透。叶缘也没有毛刺，顶端有一根长毛，深色线条则是到顶的。冰灯玉露是将从海外引进的玉露品种通过层层筛选，选择其中特征明显优秀的良种，再经过反复的相互授粉、播种、育苗、筛选才培育出的精品。冰灯玉露母本株型紧凑，层次分明，晶莹剔透的窗面纹路清晰，而底部的窗面足有2厘米左右，阳光下如灯泡般闪亮。	冰灯玉露原产南非，现世界多地可栽培。	http://pic1.huashichang.com/2013/0917/15/523800d67abfe_140_120.jpg
茜之塔	绿塔	多肉多浆植物	植物界 被子植物门 双子叶植物纲 蔷薇目 景天科 青锁龙属	春季	茜之塔为多年生肉质草本植物，矮小的植株呈丛生状，高仅5～8厘米，直立生长，有时也具匍匐性。叶无柄，对生，密集排列成四列，叶片心形或长三角形，基部大，逐渐变小，顶端最小，接近尖形。茜之塔叶色浓绿，在冬季和早春的冷凉季节或阳光充足的条件下，叶呈红褐或褐色，叶缘有白色角质层。茜之塔整个植株叶片排列紧密而整齐，由基部向上逐渐变小，形成宝塔状，是一种奇特而美丽的多肉植物。	茜之塔原产南非。	http://pic1.huashichang.com/2013/0917/15/5238095dc5b62_140_120.jpg
龟甲龙	蔓龟草、象脚薯蓣	多年生草本花卉	植物界 被子植物门 单子叶植物纲 百合目 薯蓣科 薯蓣属	夏季	龟甲龙是观赏型植物，因成株后表皮龟裂，类似龟甲而得名。分为南非夏眠型和墨西哥冬眠型两种。龟甲龙是多年生攀缘草本。株高可达6米。雌雄异株。枝蔓顺时针方向缠绕生长。具肥大块根，长达90厘米。叶近心形，全缘，淡绿色。雄花单生，或排成总状花序；雌花单生于总状花序，黄绿色；子房下位。蒴果。种子具翅。	龟甲龙主要分布在南非以及墨西哥等地。	http://pic1.huashichang.com/2013/0917/16/52381370a7d02_140_120.jpg
鹦鹉瓶子草	鹦鹉瓶	食虫植物	植物界 被子植物门 双子叶植物纲 杜鹃花目 瓶子草科 瓶子草属	夏季秋季	鹦鹉瓶子草是一种相对体形较大气质高雅的食虫植物，叶子成瓶状直立或侧卧，颜色鲜艳，有绚丽的斑点或网纹，形态和猪笼草的笼子相似，能分泌蜜汁和消化液，受蜜汁引诱的昆虫失足掉落瓶中，瓶内的消化液会把昆虫消化吸收。	鹦鹉瓶子草原产于美国东海岸、德克萨斯州、五大湖区，以及加拿大南方。	http://pic1.huashichang.com/2013/0918/09/5239085a084f1_140_120.jpg
